05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.908, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.909, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.919, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.930, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.931, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.941, -32767
05:49:27.953, -32767
05:49:27.953, -32767
05:49:27.953, -32767
05:49:27.953, -32767
05:49:27.953, -32767
05:49:27.953, -32767
05:49:27.953, -32767
